no,caption,file_path
552,誰もいない公園の一角のベンチで深刻な話をする男女,train2014/COCO_train2014_000000018389.jpg
553,2人の幼児が揃ってハミガキをしている,train2014/COCO_train2014_000000020146.jpg
554,歩道上の消火栓の前で少女と少年が撮影されている,train2014/COCO_train2014_000000102771.jpg
555,女性が熊のぬいぐるみの目を塞いでいる,train2014/COCO_train2014_000000118278.jpg
556,男性が二人でジャンプしてフリスビーを取ろうとしている,train2014/COCO_train2014_000000118171.jpg
557,空港にたくさんの荷物が並んでいる,train2014/COCO_train2014_000000066241.jpg
558,ネクタイの男性が口を大きく開けている,train2014/COCO_train2014_000000116210.jpg
559,男性が青い服の女性から処置を受けている,train2014/COCO_train2014_000000110704.jpg
560,サングラスをかけた男性が馬に乗っている,train2014/COCO_train2014_000000086216.jpg
561,スケートボードで今から大飛躍をする一人の男の姿だ,train2014/COCO_train2014_000000107782.jpg
562,赤い帽子を被った人がスキーに乗っている,train2014/COCO_train2014_000000044600.jpg
563,シルバーのバスの斜め前に女性が２人いる,train2014/COCO_train2014_000000114024.jpg
564,テニスコートで選手がボールを打ち返そうとラケットを握った手を伸ばしている,train2014/COCO_train2014_000000022964.jpg
565,グレーの服を着た男性が、フリスビーをもっている,train2014/COCO_train2014_000000105110.jpg
566,二人の少年がフリスビーをしている,train2014/COCO_train2014_000000054850.jpg
567,男性がハッピーバースデーの帽子とエプロンを身につけている,train2014/COCO_train2014_000000021717.jpg
568,黒い帽子を被った男の人がスケートボードに乗っている,train2014/COCO_train2014_000000015588.jpg
569,ひげを生やした男性がワインを飲もうとしている,train2014/COCO_train2014_000000110982.jpg
570,女性が2人テーブルの椅子に座っている,train2014/COCO_train2014_000000004065.jpg
571,金色に塗られた男性と馬がいる,train2014/COCO_train2014_000000064816.jpg
572,メガネをかけた男性がゲームのコントローラーをもっている,train2014/COCO_train2014_000000104188.jpg
573,ソファに座る上半身裸の男性が写っている,train2014/COCO_train2014_000000115158.jpg
574,女性の隣にいる赤ちゃんの表情が強張っている,train2014/COCO_train2014_000000096496.jpg
575,鳥や花の書いてある黄色い竹の傘をさいた女性,train2014/COCO_train2014_000000007689.jpg
576,背番号２３番の選手がバットも持ち球を打とうとしている,train2014/COCO_train2014_000000019472.jpg
577,女性が砂についたフリスビーの型に絵を書いている,train2014/COCO_train2014_000000057591.jpg
578,裁縫道具がビンの中にはいっている,train2014/COCO_train2014_000000096067.jpg
579,黄色いTシャツをきて野球を楽しむ少年たち,train2014/COCO_train2014_000000006562.jpg
580,ゲレンデでスキーをしている人がいる,train2014/COCO_train2014_000000011613.jpg
581,紫の花の咲く地面に立っている胸の羽が茶色く頭と背中部分が黒い小鳥,train2014/COCO_train2014_000000038055.jpg
582,右手と右足の動きが速くて、ブレて映っている男性,train2014/COCO_train2014_000000113512.jpg
583,嬉しそうに満面の笑みを浮かべるスケートボーダー,train2014/COCO_train2014_000000017566.jpg
584,5人の人間の中央にいる服を着たパグがいる,train2014/COCO_train2014_000000036439.jpg
585,コートを着た男性が店の前でこちらを見ている,train2014/COCO_train2014_000000051512.jpg
586,紫色のストライプの服を着た男性,train2014/COCO_train2014_000000046429.jpg
587,女性がサンドイッチとビールを見せている,train2014/COCO_train2014_000000102529.jpg
588,図書館で二人の女声が談笑している,train2014/COCO_train2014_000000051302.jpg
589,バッターが野球のボールを打ち返すところが映っている,train2014/COCO_train2014_000000061125.jpg
590,青いTシャツの男性がテニスのサーブを打とうとしている,train2014/COCO_train2014_000000025755.jpg
591,馬術競技で何かがきになる騎手,train2014/COCO_train2014_000000065943.jpg
592,赤いニット帽をかぶった女の人が口を明けながらスキーをしている,train2014/COCO_train2014_000000036827.jpg
593,Wiiをもって楽しむ外国人の男性,train2014/COCO_train2014_000000006744.jpg
594,ピンクのタートルネックを着た女性は黒いハットをかぶっている,train2014/COCO_train2014_000000063959.jpg
595,男女がボーイスカウトの格好をしている,train2014/COCO_train2014_000000081294.jpg
596,晩餐会の席についた九人の男たち,train2014/COCO_train2014_000000065979.jpg
597,夏服姿の女性が駅のホームを歩いている,train2014/COCO_train2014_000000013143.jpg
598,白い服を着た人が青いバナナを見ている,train2014/COCO_train2014_000000064602.jpg
599,野球のキャッチャーの防具を装備した人物がキャッチャーミットを構えている,train2014/COCO_train2014_000000029312.jpg
600,男性がテーブルでグラスを持っている,train2014/COCO_train2014_000000060593.jpg
601,黒っぽいスーツに白いニット帽を被りメガネをかけた男性,train2014/COCO_train2014_000000010871.jpg
602,虹色のタコと子どもを抱える男性である,train2014/COCO_train2014_000000044047.jpg
603,男性が、カイトボードを楽しんでいる,train2014/COCO_train2014_000000079305.jpg
604,パソコンに向かって作業をしている人たちがいる,train2014/COCO_train2014_000000002691.jpg
605,雪道を足がはまらないように装備して歩いている,train2014/COCO_train2014_000000105108.jpg
606,青いユニホームを着た野球選手がバットを構えている,train2014/COCO_train2014_000000060604.jpg
607,厨房で男性たちが一生懸命料理してる,train2014/COCO_train2014_000000051630.jpg
608,雪の積もった山にあるベンチに人が座っている,train2014/COCO_train2014_000000094769.jpg
609,赤い服をきた人がペットボトルを持って座っている,train2014/COCO_train2014_000000061843.jpg
610,野球のバッターボックスもう少しでキャッチャーが玉をとるところ,train2014/COCO_train2014_000000016547.jpg
611,黒いスーツに赤いネクタイをしているマイクを持っている男性がいる,train2014/COCO_train2014_000000019489.jpg
612,とんがり帽子をかぶった男の子が口におもちゃをくわえている,train2014/COCO_train2014_000000119560.jpg
613,男の子の目の前にドーナツが置いてある,train2014/COCO_train2014_000000038426.jpg
614,歯磨きをしている女性のすぐ後ろにカメラを構えた男性がいる,train2014/COCO_train2014_000000114979.jpg
615,フリスピー競技のチームメイトの記念撮影,train2014/COCO_train2014_000000101575.jpg
616,赤ちゃんが芝生の上にあるおもちゃで遊んでいる,train2014/COCO_train2014_000000035128.jpg
617,上半身裸の男性がコップに入ったビールを持っている,train2014/COCO_train2014_000000055288.jpg
618,ノートパソコンを見つめる緑のピアスをした女性,train2014/COCO_train2014_000000002459.jpg
619,露天で買ったサンドイッチを路上で頬張る男性たちがいる,train2014/COCO_train2014_000000019236.jpg
620,複数のワインのうち、赤ワインをグラスに注ぐ女性,train2014/COCO_train2014_000000077099.jpg
621,少年がラケットとボールを持っている,train2014/COCO_train2014_000000049429.jpg
622,砂浜で野球をして遊んでいる子供がうる,train2014/COCO_train2014_000000099718.jpg
623,テニスプレイヤーが試合をしている,train2014/COCO_train2014_000000003157.jpg
624,時計塔と赤い二階建てバスと家族連れの観光客,train2014/COCO_train2014_000000018584.jpg
625,男の子がくまのぬいぐるみで遊んでいる,train2014/COCO_train2014_000000104994.jpg
626,着ぐるみを着た男性一人と普通の格好の男性三人がテニスコートの真ん中にいる,train2014/COCO_train2014_000000065500.jpg
627,黄色いユニフォームを着た女性がバットでボールを打とうとしている,train2014/COCO_train2014_000000092627.jpg
628,黄色いパンツを履いた男性が左側を見ている,train2014/COCO_train2014_000000064627.jpg
629,年配の男性が自転車を置いてベンチで休んでいる,train2014/COCO_train2014_000000082246.jpg
630,像がいろいろな模様を描かれているところ,train2014/COCO_train2014_000000059691.jpg
631,スケートボードに乗った男性が斜面を滑っている,train2014/COCO_train2014_000000121365.jpg
632,若い女性が大きいピザを食べている,train2014/COCO_train2014_000000081809.jpg
633,キッチンで男性がケーキにチョコレートをコーティングしている,train2014/COCO_train2014_000000024081.jpg
634,丸いテーブルをみんなで囲んで食事をしている,train2014/COCO_train2014_000000097660.jpg
635,女の子が熊のぬいぐるみを持っている,train2014/COCO_train2014_000000098956.jpg
636,赤と黒の服を着た人がスノーボードしている,train2014/COCO_train2014_000000106222.jpg
637,若者が3人、芝生のある公園の中でフリスビーを楽しんでいる,train2014/COCO_train2014_000000067663.jpg
638,車の室内にフィギュアが置いてある,train2014/COCO_train2014_000000057264.jpg
639,男性がフリスビーを投げようとしている,train2014/COCO_train2014_000000041458.jpg
640,黒いスカーフをまいた犬がキッチンに立っている,train2014/COCO_train2014_000000092909.jpg
641,テニスの試合途中で休憩している男性テニスプレイヤー,train2014/COCO_train2014_000000104661.jpg
642,高い位置を飛んでくるボールを打ち返そうとジャンプしている,train2014/COCO_train2014_000000088999.jpg
643,野球チームの練習風景を撮影するカメラマンの背中,train2014/COCO_train2014_000000066366.jpg
644,男性がスケートボードでジャンプをしている,train2014/COCO_train2014_000000029191.jpg
645,青いヘルメットの男性が空振りをしている,train2014/COCO_train2014_000000030303.jpg
646,野球選手がベースに滑り込んでくるところに相手選手が待ち構えている,train2014/COCO_train2014_000000092122.jpg
647,卵料理とパンの前に黒髪の女性が座っている,train2014/COCO_train2014_000000055578.jpg
648,紫の服を着た人が凧揚げをしている,train2014/COCO_train2014_000000018523.jpg
649,ネックレスをした若い女性がサンドイッチを食べている,train2014/COCO_train2014_000000060370.jpg
650,青い服を着た髪の長い女性が後ろに乗る人にサポートしてもらいながら、象に乗っている,train2014/COCO_train2014_000000028037.jpg
651,背広を着て帽子をかぶった男性がいる,train2014/COCO_train2014_000000054037.jpg
652,大きな四角いケーキのロウソクを吹き消す男性,train2014/COCO_train2014_000000016173.jpg
653,子供たちが野球の試合をしている,train2014/COCO_train2014_000000010639.jpg
654,青い服の子供が携帯電話を持っている,train2014/COCO_train2014_000000045989.jpg
655,多くの人が席について食事をしている,train2014/COCO_train2014_000000073639.jpg
656,オレンジの服を着たゴールキーパーがボールを持って遠くを見ている,train2014/COCO_train2014_000000033429.jpg
657,男性がたくさん座っており、何かに向かって携帯のカメラを向けている,train2014/COCO_train2014_000000109477.jpg
658,親指を立てた男が２人と白い円盤を持つ男がいる,train2014/COCO_train2014_000000118457.jpg
659,地面に取り押さえられている人を撮っている人がいる,train2014/COCO_train2014_000000062766.jpg
660,桜の花の枝の下で携帯電話を見ている女,train2014/COCO_train2014_000000026304.jpg
661,白いシャツの男性が鏡の前でネクタイを締めている,train2014/COCO_train2014_000000079567.jpg
662,車に乗り込もうとしている男性たち,train2014/COCO_train2014_000000104079.jpg
663,しまうまと髪の長い女の人が歩いている,train2014/COCO_train2014_000000004508.jpg
664,男性がノートパソコンを手に持っている,train2014/COCO_train2014_000000012784.jpg
665,ベッドの布団の中で犬がねている,train2014/COCO_train2014_000000088117.jpg
666,試合をしている男性テニスプレイヤー,train2014/COCO_train2014_000000027471.jpg
667,ホットドッグを口に咥えた人物がいる,train2014/COCO_train2014_000000045259.jpg
668,従業員が厨房で忙しそうに働いている,train2014/COCO_train2014_000000110894.jpg
669,二人の男性がWiiをしているのを周りの人が見ている,train2014/COCO_train2014_000000002693.jpg
670,大きなバイクの横に犬が1匹いる,train2014/COCO_train2014_000000061730.jpg
671,男性が黒いノートパソコンを修理している,train2014/COCO_train2014_000000053532.jpg
672,テニスの試合中、女子選手がガッツポーズをしている,train2014/COCO_train2014_000000038845.jpg
673,大人に支えてもらいながら子供がサーフボードに乗っている,train2014/COCO_train2014_000000024073.jpg
674,一人の男の子がフリスビーを投げようとしており、もう一人がそれを受け取ろうとしており、一人女の子がそれを見ている,train2014/COCO_train2014_000000030238.jpg
675,ジャケットを着た女性が馬を引いている,train2014/COCO_train2014_000000065063.jpg
676,スケボーで、一気に坂を滑り降りる男性,train2014/COCO_train2014_000000035037.jpg
677,メガネをかけた男性が歯磨きをしている,train2014/COCO_train2014_000000104543.jpg
678,男性がアコースティックギターを持って何かを披露している,train2014/COCO_train2014_000000004714.jpg
679,バッターがボールを打とうとしている,train2014/COCO_train2014_000000044178.jpg
680,ゲームリモコンを持って立っている二人の女の人がいる,train2014/COCO_train2014_000000101530.jpg
681,短髪の女性が小さなぬいぐるみを抱いている,train2014/COCO_train2014_000000121565.jpg
682,草原で一人の男性がパラグライダーをしようとしている,train2014/COCO_train2014_000000001359.jpg
683,三人の男性がスマートフォンを構えている,train2014/COCO_train2014_000000092206.jpg
684,スーツをきた男性がネクタイをしめている,train2014/COCO_train2014_000000098137.jpg
685,一人のスケートボーダーがコースを滑走中である,train2014/COCO_train2014_000000062397.jpg
686,バッターがバットを振っている,train2014/COCO_train2014_000000035228.jpg
687,砂浜で女性がたこを見上げている,train2014/COCO_train2014_000000025352.jpg
688,子どもが食事中の羊に触っている,train2014/COCO_train2014_000000091055.jpg
689,黒いTシャツを着た男性が波に乗っている,train2014/COCO_train2014_000000021075.jpg
690,Wiiリモコンを片手にする顎髭ピアスの男,train2014/COCO_train2014_000000101079.jpg
691,黒いメガネの男性とネックレスをつけた女性が笑顔でワイングラスを手に持っている,train2014/COCO_train2014_000000037429.jpg
692,ウェットスーツを着た女性二人と男性一人がサーフボードを立てて、キャンピングカーの前に立っている,train2014/COCO_train2014_000000014985.jpg
693,青い服を着た人がテニスをしている,train2014/COCO_train2014_000000031777.jpg
694,男性がすごい体制でフリスビーを投げている,train2014/COCO_train2014_000000016355.jpg
695,スキーをしている二人の人がいる,train2014/COCO_train2014_000000104953.jpg
696,女たちが焼く前のピザを持っている,train2014/COCO_train2014_000000020651.jpg
697,こぶ斜面を男性スキーヤーが滑り下りている,train2014/COCO_train2014_000000030583.jpg
698,白髪の男性が白いリモコンを持ちテレビゲームをしている,train2014/COCO_train2014_000000105358.jpg
699,青空のスキー場で赤いスキーで歩いている女性がいる,train2014/COCO_train2014_000000068149.jpg
700,髭が生え緑色のネクタイを締めた男性が笑っている,train2014/COCO_train2014_000000000389.jpg
701,青い服を着た少年がゲームをしているようだ,train2014/COCO_train2014_000000091707.jpg
702,青いシャツを着た男の子の左手にはグローブがある,train2014/COCO_train2014_000000097406.jpg
703,男性がノートパソコンの箱を開けている,train2014/COCO_train2014_000000079591.jpg
704,制服の女性が青い服の男性にソーセージを取り分けようとしている,train2014/COCO_train2014_000000004587.jpg
705,グリーンのオートバイを走らせている男性,train2014/COCO_train2014_000000026320.jpg
706,店番の男性が携帯電話をいじっている,train2014/COCO_train2014_000000061488.jpg
707,人々が仮装をしながら行列を作って歩いている,train2014/COCO_train2014_000000063681.jpg
708,パンを食べている女の子とそれを見ている男の子がいる,train2014/COCO_train2014_000000055569.jpg
709,ネクタイをした小さな男の子が涙を流しながらこちらを見ている,train2014/COCO_train2014_000000055417.jpg
710,グローブをした男性が手を伸ばしている,train2014/COCO_train2014_000000091023.jpg
711,公園に置かれたベンチに白い服を着た男女が肩を組んで座っている,train2014/COCO_train2014_000000030681.jpg
712,野球のバットん職人がバットを製作しているところである,train2014/COCO_train2014_000000114561.jpg
713,ゴーグルをつけスキーウエアを着た小さな子供がゲレンデに立っている,train2014/COCO_train2014_000000106010.jpg
714,スケートボードをしている人がいる,train2014/COCO_train2014_000000106817.jpg
715,携帯電話に繋いだイヤホンを、女性が耳につけている,train2014/COCO_train2014_000000079170.jpg
716,犬が黄色いフリスビーをキャッチしている,train2014/COCO_train2014_000000072902.jpg
717,男性が芝生にあぐらをかいて座り、携帯を操作している,train2014/COCO_train2014_000000085019.jpg
718,白いユニフォームの男性がガムを膨らましている,train2014/COCO_train2014_000000014537.jpg
719,女性が幾何学模様の床に座り込んでパソコンを見ている,train2014/COCO_train2014_000000011591.jpg
720,カップソーサーのプリントされた黒いTシャツを着て、黒のニット帽をかぶったヒゲの男性が歯磨きしている,train2014/COCO_train2014_000000037595.jpg
721,左右の指に指輪をはめている女性がハンバーガーを食べている,train2014/COCO_train2014_000000064350.jpg
722,男の子が黄色いバットを振っている,train2014/COCO_train2014_000000009895.jpg
723,紫の服を着た子供がWiiをして遊んでいる,train2014/COCO_train2014_000000075624.jpg
724,テレビのリモコンを操作しながらこちらを向く男性,train2014/COCO_train2014_000000105473.jpg
725,白い服をきた女性がケータイをいじっている,train2014/COCO_train2014_000000075603.jpg
726,女性2人で海辺のレストランで食事をとっている,train2014/COCO_train2014_000000009983.jpg
727,女性が海でサーフィンをしている,train2014/COCO_train2014_000000109232.jpg
728,公園で黒いTシャツの男性がスケートボードでキッカーを登る様子を３人の男性が見ている,train2014/COCO_train2014_000000034439.jpg
729,黒いカーディガンを着た女がケーキを持っている,train2014/COCO_train2014_000000009789.jpg
730,青い服を着た金髪の少年がドーナツを食べている,train2014/COCO_train2014_000000033643.jpg
731,一組の男女がコントローラーを手にして立っている,train2014/COCO_train2014_000000077841.jpg
732,3人の子供が椅子に座ってご飯を食べている,train2014/COCO_train2014_000000119854.jpg
733,男性の指の先に鳥がとまっている,train2014/COCO_train2014_000000025552.jpg
734,赤い服をきた女性がスキーの格好で立っている,train2014/COCO_train2014_000000065488.jpg
735,テニスで相手の動きを集中してみている女性,train2014/COCO_train2014_000000048870.jpg
736,ピンクの洋服のおばさんがフライパンを見ている,train2014/COCO_train2014_000000069675.jpg
737,ラケットを抱え険しい顔をしているスキンヘッドのおじさんがいる,train2014/COCO_train2014_000000063918.jpg
738,男性と女性が赤いトレーに乗ったピザを見ている,train2014/COCO_train2014_000000111142.jpg
739,黒髪の四人の男女がWiiで遊んでいる,train2014/COCO_train2014_000000057579.jpg
740,青い目をした男性が何かを作っている,train2014/COCO_train2014_000000022691.jpg
741,大の大人が最新のゲーム機で遊んでいる,train2014/COCO_train2014_000000022949.jpg
742,野球選手がボールを投げている,train2014/COCO_train2014_000000031738.jpg
743,男の人が大きなドーナツをみている,train2014/COCO_train2014_000000092054.jpg
744,赤い洋服を着た男性が携帯電話を持っている,train2014/COCO_train2014_000000071138.jpg
745,男性が自転車をこぎ女性がミキサーに手を置いている,train2014/COCO_train2014_000000023298.jpg
746,何人かの女性が大きなピザを食べている,train2014/COCO_train2014_000000110811.jpg
747,男性二人がぬいぐるみを片手に、一人はメモを一人は受話器を持っている,train2014/COCO_train2014_000000003348.jpg
748,笑っている二人の女性の一人がリモコンを持っている,train2014/COCO_train2014_000000107156.jpg
749,男性がスキーでカーブを曲がっている,train2014/COCO_train2014_000000012822.jpg
750,白いカッターボートにたくさんの人が乗っている,train2014/COCO_train2014_000000091712.jpg
751,自転車に乗る人が行く街の道路,train2014/COCO_train2014_000000041459.jpg
752,テニスラケットを持った人が並んでいる,train2014/COCO_train2014_000000008294.jpg
753,ネクタイをした男性が窓際に立っている,train2014/COCO_train2014_000000080619.jpg
754,男性がピンクの花柄のブランケットにくるまっている,train2014/COCO_train2014_000000063558.jpg
755,小さい4人の子どもがサッカーの練習をしている,train2014/COCO_train2014_000000114286.jpg
756,バイク２台でツーリング楽しんでいる,train2014/COCO_train2014_000000104621.jpg
757,ベストのスーツを着た男性がこちらを見ながらポーズをとっている,train2014/COCO_train2014_000000079517.jpg
758,青いユニフォームの男の子がバッターボックスで構えている,train2014/COCO_train2014_000000021204.jpg
759,ピッチャーから注いだ飲み物を三人の人が飲んでいる,train2014/COCO_train2014_000000004421.jpg
760,グレーのＴシャツに青のパンツをはいたテニスプレーヤー,train2014/COCO_train2014_000000036048.jpg
761,スキンヘッドと髭を蓄えた男性2人,train2014/COCO_train2014_000000099724.jpg
762,白いシャツの男性が白いフリスビーをキャッチしている,train2014/COCO_train2014_000000074838.jpg
763,Wiiを楽しむ４人と周りで様子を見る人々,train2014/COCO_train2014_000000072615.jpg
764,スパゲティのソースを口の周りにつけた男の子が笑っている,train2014/COCO_train2014_000000049095.jpg
765,部屋の中で二人組みの人達がボーリングのゲームをしている,train2014/COCO_train2014_000000119916.jpg
766,白いTシャツにサングラスをかけた男がバットを持っている,train2014/COCO_train2014_000000028402.jpg
767,５人の人間がバイクに乗って走行している,train2014/COCO_train2014_000000064744.jpg
768,女性が森の中トランクに入っている,train2014/COCO_train2014_000000084902.jpg
769,オレンジ色の服をきた作業員がケーブルをつないでいる,train2014/COCO_train2014_000000053957.jpg
770,審判がストライクこポージングしている,train2014/COCO_train2014_000000021780.jpg
771,クマや人型の人形や縫いぐるみが並んでいる,train2014/COCO_train2014_000000093748.jpg
772,赤いシャツを着た少年がかがんでいる,train2014/COCO_train2014_000000023447.jpg
773,スケートボードと黒いズボンを穿いた人,train2014/COCO_train2014_000000011025.jpg
774,白いウェアの選手がテニスの試合をしている,train2014/COCO_train2014_000000015269.jpg
775,ユニフォームを着た女性が、サッカーゴールの前でボールを追いかけている,train2014/COCO_train2014_000000009846.jpg
776,スーツの男性がスマートフォンで自撮りをしている,train2014/COCO_train2014_000000094971.jpg
777,ハロウィンのメイクをした女性が携帯を片手で持っている,train2014/COCO_train2014_000000098494.jpg
778,オレンジ色のキャミソールを着た女性がラケットを持っている,train2014/COCO_train2014_000000051606.jpg
779,カラフルな帽子をかぶってフリスビーを持ってポーズを決める女性,train2014/COCO_train2014_000000075637.jpg
780,黄色いバッグを持っている女性が立ったまま携帯電話を見ている,train2014/COCO_train2014_000000096881.jpg
781,マリンスポーツの楽しさをうかがわせるワンシーンだ,train2014/COCO_train2014_000000033077.jpg
782,木々が生い茂る場所で二人のスーツの男性がこちらに向かって笑顔を振りまいている,train2014/COCO_train2014_000000080391.jpg
783,テニスプレイヤーがボールを打ち返そうとしている,train2014/COCO_train2014_000000073783.jpg
784,男性は左手をポケットの中に入れている,train2014/COCO_train2014_000000008657.jpg
785,自転車に乗った男が立ち止まり飲み物を入った容器を両手で掴んでいる,train2014/COCO_train2014_000000020962.jpg
786,カフェで食事をしている三人の子ども,train2014/COCO_train2014_000000019374.jpg
787,豪勢な食事のレストランの写真である,train2014/COCO_train2014_000000028797.jpg
788,部屋でテレビゲームをしている男性,train2014/COCO_train2014_000000035771.jpg
789,落ち葉の上で二人の男女が握手をしている,train2014/COCO_train2014_000000012524.jpg
790,赤ちゃんがイスに座って口を汚してドーナッツを食べている,train2014/COCO_train2014_000000089922.jpg
791,水色のキャップを被ったポニーテールのひと,train2014/COCO_train2014_000000086869.jpg
792,たくさんの猫がいて、黒ネコを女性が抱っこしようとしている,train2014/COCO_train2014_000000026375.jpg
793,男性が青い 車のタイヤを交換している,train2014/COCO_train2014_000000061159.jpg
794,女性が食事を終えたとこにネコが寄ってきた,train2014/COCO_train2014_000000022275.jpg
795,男性とくまのぬいぐるみが向かい合っている,train2014/COCO_train2014_000000036503.jpg
796,三人の男性が皮の剥いたバナナを頬張っている,train2014/COCO_train2014_000000100667.jpg
797,ベッドで靴下を履いたまま寛いでいる女性が居る,train2014/COCO_train2014_000000008991.jpg
798,男性がおかしな表情でチーズと肉の入ったハンバーガーを食べている,train2014/COCO_train2014_000000013908.jpg
799,飛んでるフリスビーにむかってジャンプする人たち,train2014/COCO_train2014_000000105472.jpg
800,ミリタリーを着てスキーを滑る男性,train2014/COCO_train2014_000000032339.jpg
801,白いコントローラーをもってＷｉｉでプレイしている女性,train2014/COCO_train2014_000000008856.jpg
802,男性二人が肩を組んで食事をしている,train2014/COCO_train2014_000000023551.jpg
803,白い傘のようなものを持っている人がいる,train2014/COCO_train2014_000000008285.jpg
804,同じ柄のネクタイをしている白人男性と黒人男性,train2014/COCO_train2014_000000038326.jpg
805,ゼッケンを付けたスキーヤーが斜面を滑っている,train2014/COCO_train2014_000000043444.jpg
806,オーブンの中から出来上がった料理を取り出す女性,train2014/COCO_train2014_000000018093.jpg
807,芝生のコートで女性テニスプレーヤーがサーブを打とうとしている,train2014/COCO_train2014_000000065957.jpg
808,少年と少女が肘をついて並んでいる,train2014/COCO_train2014_000000079456.jpg
809,バッグを持った女性がぬいぐるみを持った子供のほうを向いている,train2014/COCO_train2014_000000027224.jpg
810,ベースボールのバットを振っている子供,train2014/COCO_train2014_000000014876.jpg
811,電飾が下がるホワイトボードや天井を背景に男がキーボードを触りながらピザを食べている,train2014/COCO_train2014_000000022593.jpg
812,犬が何かを本気で嫌がっている,train2014/COCO_train2014_000000023594.jpg
813,手料理を作っているメガネの女性が居る,train2014/COCO_train2014_000000081177.jpg
814,スポーツウェアを着た男性が、フリスビーをキャッチしようとしている,train2014/COCO_train2014_000000076992.jpg
815,暖炉の前に男女が並んで立っている,train2014/COCO_train2014_000000060350.jpg
816,食事のプレートを前に女性はスマホをいじっている,train2014/COCO_train2014_000000013576.jpg
817,夜の屋外でホットドックをもっている男性がこちらを向いている,train2014/COCO_train2014_000000068860.jpg
818,女の人が座ってパンを食べている,train2014/COCO_train2014_000000067099.jpg
819,男性がステージで、片手にマイクを持ちもう片方の手にはテニスラケットを持っている,train2014/COCO_train2014_000000040846.jpg
820,女の子がテレビゲームのコントローラーを持っている,train2014/COCO_train2014_000000079338.jpg
821,Tシャツの男性がフリスビーを回している,train2014/COCO_train2014_000000027207.jpg
822,カメラの前で、ちょっとグラビア風のポーズ,train2014/COCO_train2014_000000044637.jpg
823,テニスネット越しにプレイヤーが握手している,train2014/COCO_train2014_000000008571.jpg
824,男の人がスケートボードに乗ってジャンプしている,train2014/COCO_train2014_000000011229.jpg
825,赤と黄色のバイクが交互に並んでいる,train2014/COCO_train2014_000000087443.jpg
826,赤い服を着た女性がサーフィンをしている,train2014/COCO_train2014_000000064750.jpg
827,水色の服を着たおばあさんがテーブルのバナナをつかんでいる,train2014/COCO_train2014_000000057719.jpg
828,バッターがバッターボックスに立っている,train2014/COCO_train2014_000000080187.jpg
829,ストライプの服の女性が凧をあげている,train2014/COCO_train2014_000000008019.jpg
830,黒い眼鏡をかけた女性が傘をさしている,train2014/COCO_train2014_000000048408.jpg
831,白いユニフォームの男性がサッカーボールを蹴ろうとしている,train2014/COCO_train2014_000000111277.jpg
832,太った女性が馬に乗って走っている,train2014/COCO_train2014_000000028417.jpg
833,海辺で二人の男性がサーフボードを洗っている,train2014/COCO_train2014_000000030000.jpg
834,男女が立ちながらテレビゲームで遊んでいる,train2014/COCO_train2014_000000010176.jpg
835,男性と女性の前に白い2段のケーキが置かれている,train2014/COCO_train2014_000000120414.jpg
836,赤ちゃんが手づかみでケーキを食べて手も顔もクリームだらけになっている,train2014/COCO_train2014_000000089931.jpg
837,夜に茶色の建物の前にある芝生で走っている人が沢山走っていてブレて写っている,train2014/COCO_train2014_000000023413.jpg
838,軍人さんと子供達がリフティングで遊んでいる,train2014/COCO_train2014_000000018270.jpg
839,自転車が通る町中に白い牛がいる,train2014/COCO_train2014_000000004739.jpg
840,リフトの前で子供が女性につかまっている,train2014/COCO_train2014_000000030838.jpg
841,女性が、ケーキに立てたろうそくを吹き消そうとしている,train2014/COCO_train2014_000000082304.jpg
842,ろうそくの立った白いクリームのケーキが載った机を子供たちが囲んでいる,train2014/COCO_train2014_000000042921.jpg
843,ユニフォームとゼッケンを身につけた人物がスキーをしている,train2014/COCO_train2014_000000084712.jpg
844,フリスビー競技をしている3人の男性がいる,train2014/COCO_train2014_000000044464.jpg
845,ハンバーガーを前にして笑うビキニを着た女性,train2014/COCO_train2014_000000083690.jpg
846,観戦者がいっぱいの場所にビール片手に立っている男性,train2014/COCO_train2014_000000069770.jpg
847,テニスの試合に勝った瞬間に喜びをあらわにする選手と、それを撮影するカメラマン,train2014/COCO_train2014_000000076746.jpg
848,スーツ姿の男性がこちらを見ている,train2014/COCO_train2014_000000085624.jpg
849,親子が楽しそうにテレビゲーム機で遊んでいる,train2014/COCO_train2014_000000063347.jpg
850,サングラスをかけたおじいさんがギターを弾いている,train2014/COCO_train2014_000000083654.jpg
851,ボーダーの服を着た女性が微笑んでいる,train2014/COCO_train2014_000000081845.jpg
852,スマートフォンで写真を撮ろうとしている男性,train2014/COCO_train2014_000000060778.jpg
853,男性がピンクのケーキに立った1本のロウソクを吹き消している,train2014/COCO_train2014_000000064619.jpg
854,ノースリーブの女性がテニスのサーブをしている,train2014/COCO_train2014_000000011077.jpg
855,帽子をかぶり竹でできた傘をさして微笑む女性,train2014/COCO_train2014_000000041475.jpg
856,ピンクのユニフォームを着ている女性がジャンプしている,train2014/COCO_train2014_000000027486.jpg
857,男の人がテニスをプレーしている,train2014/COCO_train2014_000000084867.jpg
858,青い服の女性が 料理を盛っている,train2014/COCO_train2014_000000035964.jpg
859,ヒゲの生えた男性が水を持っている,train2014/COCO_train2014_000000015239.jpg
