no,images,subject,cap_original,cap_ll,cap_lh,cap_hl,cap_hh,ll_humor_score,ll_img_sim,ll_word_sim,lh_humor_score,lh_img_sim,lh_word_sim,hl_humor_score,hl_img_sim,hl_word_sim,hh_humor_score,hh_img_sim,hh_word_sim
478,COCO_test2015_000000533351.jpg,人,パソコンを見ている人がいますね！,パソコンを見ているベジタブル人間がいますね！,パソコンを見ている犬人間がいますね！,パソコンを見ているラップトップコンピューター人間がいますね！,パソコンを見ているラップトップパソコン人間がいますね！,0.9985948126,1.85e-08,0.0014051689,0.3634505828,8.9e-09,0.363450586,0.5460584997,0.5551034808,0.0162942251,0.0090449811,0.5551034808,0.0162942251
481,COCO_test2015_000000085350.jpg,女性,ベンチに座っている女性が本を読んでいますね！,ベンチに座っているゴミ女が本を読んでいますね！,ベンチに座っているビキニ女が本を読んでいますね！,ベンチに座っているラップトップ女が本を読んでいますね！,ベンチに座っているラップトップコンピュータ女が本を読んでいますね！,0.9932932208,2.3e-09,0.0067067769,0.4161049965,1.9e-09,0.4161049973,0.9372175928,0.9669076204,0.0307061678,0.0296900276,0.9669076204,0.0307061678
482,COCO_test2015_000000543370.jpg,女性,馬にひもでくくりつけられた帽子をかぶった女性ですね！,馬にひもでくくりつけられた帽子をかぶった空母女ですね！,馬にひもでくくりつけられた帽子をかぶったクローゼット女ですね！,馬にひもでくくりつけられた帽子をかぶった花婿女ですね！,馬にひもでくくりつけられた帽子をかぶった新郎女ですね！,0.9964942337,8.58e-08,0.0035056808,0.379349221,2.192e-07,0.3793493042,0.0383024089,0.0446427204,0.1420234117,0.0063403115,0.0446427204,0.1420234117
483,COCO_test2015_000000086311.jpg,男性,テニスラケットを持った男性がネットに入っていますね！,テニスラケットを持ったディスクブレーキ男がネットに入っていますね！,テニスラケットを持った刃物男がネットに入っていますね！,テニスラケットを持ったラケット男がネットに入っていますね！,テニスラケットを持ったテニスラケット男がネットに入っていますね！,0.9964287284,0.0,0.0035712716,0.3158589079,0.0,0.3158589079,0.505214114,0.6109143496,0.1730197297,0.1057002356,0.6109143496,0.1730197297
485,COCO_test2015_000000040913.jpg,ファミリー,レストランで食事をしようとしているファミリーですね！,レストランで食事をしようとしているマンホールですね！,レストランで食事をしようとしている空蝉ですね！,レストランで食事をしようとしているアワビですね！,レストランで食事をしようとしている肉屋ですね！,0.9925896333,1.6e-09,0.0074103651,0.3097850632,8e-10,0.3097850634,0.3270904797,0.3271942437,0.0003171327,0.0462232222,0.3347225487,0.138094139
486,COCO_test2015_000000007173.jpg,女性,白い犬を抱いた女性がベンチに座っていますね！,白い犬を抱いたぞう女がベンチに座っていますね！,白い犬を抱いた小鳥女がベンチに座っていますね！,白い犬を抱いたワン公女がベンチに座っていますね！,白い犬を抱いたいぬっころ女がベンチに座っていますね！,0.9994778065,4e-10,0.0005221931,0.2745906284,1e-10,0.2745906284,0.4991862499,0.7898703814,0.3680149786,0.2906841315,0.7898703814,0.3680149786
489,COCO_test2015_000000034349.jpg,女性,キッチンで料理をしている女性ですね！,キッチンで料理をしている航空母艦女ですね！,キッチンで料理をしているワン公女ですね！,キッチンで料理をしている柄杓女ですね！,キッチンで料理をしているオーバーコート女ですね！,0.9964943154,3.8e-09,0.0035056808,0.3680149732,1.47e-08,0.3680149786,0.1205998689,0.1354114711,0.1093821823,0.0163725252,0.0742684528,0.2204506028
490,COCO_test2015_000000001671.jpg,人,赤いウェアを着た人がスキーをしていますね！,赤いウェアを着たポットパイ人間がスキーをしていますね！,赤いウェアを着た食べ物人間がスキーをしていますね！,赤いウェアを着たスキーの板人間がスキーをしていますね！,赤いウェアを着たスキー人間がスキーをしていますね！,0.9964996616,0.0,0.0035003384,0.355570827,0.0,0.355570827,0.9762850703,0.991645515,0.0154898545,0.0153604447,0.991645515,0.0154898545
491,COCO_test2015_000000018313.jpg,男性,スキー場でゼッケンを付けた男性が立っていますね！,スキー場でゼッケンを付けたエイ男が立っていますね！,スキー場でゼッケンを付けたねこ男が立っていますね！,スキー場でゼッケンを付けたスキー男が立っていますね！,スキー場でゼッケンを付けたスキーの板男が立っていますね！,0.9543976351,6.02e-08,0.0456023074,0.3355120533,3.66e-08,0.3355120656,0.7205676446,0.8174826503,0.1185529817,0.0969150057,0.8174826503,0.1185529817
492,COCO_test2015_000000579076.jpg,女性,赤い服を着た女性がパソコンをしていますね！,赤い服を着た航空母艦女がパソコンをしていますね！,赤い服を着た山羊女がパソコンをしていますね！,赤い服を着たラップトップPC女がパソコンをしていますね！,赤い服を着たラップトップ女がパソコンをしていますね！,0.9964943192,0.0,0.0035056808,0.3173351654,0.0,0.3173351654,0.0603736494,0.0622862205,0.0307061678,0.0019125711,0.0622862205,0.0307061678
494,COCO_test2015_000000008815.jpg,男性,赤いユニフォームを着た男性がテニスラケットを持っていますね！,赤いユニフォームを着た器男がテニスラケットを持っていますね！,赤いユニフォームを着たスカート男がテニスラケットを持っていますね！,赤いユニフォームを着た航空母艦男がテニスラケットを持っていますね！,赤いユニフォームを着たトレーラー連結車男がテニスラケットを持っていますね！,0.9979467855,3.24e-08,0.0020531822,0.3369235394,1.041e-07,0.3369235745,0.2879654689,0.2968742847,0.0300087151,0.0176747948,0.1258738637,0.1404167176
495,COCO_test2015_000000025116.jpg,グラス,テーブルの上にはたくさんのグラスが置かれていますね！,テーブルの上にはたくさんのトロリーバスが置かれていますね！,テーブルの上にはたくさんのミラーが置かれていますね！,テーブルの上にはたくさんの料理茶屋が置かれていますね！,テーブルの上にはたくさんのお食事処が置かれていますね！,0.9786128638,0.0,0.0213871362,0.513428841,0.0,0.513428841,0.0505312137,0.0635346547,0.2046669022,0.013003441,0.0635346547,0.2046669022
498,COCO_test2015_000000048471.jpg,傘,たくさんのカラフルな傘が並べられていますね！,たくさんのカラフルな航空母艦が並べられていますね！,たくさんのカラフルなワッフルが並べられていますね！,たくさんのカラフルな箒が並べられていますね！,たくさんのカラフルな帚が並べられていますね！,0.9871266352,5.9e-09,0.012873359,0.4653322128,9.2e-09,0.4653322171,0.4134299242,0.6248068213,0.3383076015,0.2113768971,0.6248068213,0.3383076015
501,COCO_test2015_000000115507.jpg,男性,男性がパソコンの画面を見ていますね！,マンホール男がパソコンの画面を見ていますね！,ねこ男がパソコンの画面を見ていますね！,リモコン男がパソコンの画面を見ていますね！,携帯電話男がパソコンの画面を見ていますね！,0.998143258,3.03e-08,0.0018567118,0.335512057,2.57e-08,0.3355120656,0.2145521451,0.2278476357,0.05835255,0.0381202968,0.1944526881,0.1960389292
502,COCO_test2015_000000044931.jpg,男性,ホットドッグを持った男性でありますね！,ホットドッグを持ったスノーモービル男でありますね！,ホットドッグを持った犬男でありますね！,ホットドッグを持ったヘビ男でありますね！,ホットドッグを持った靴男でありますね！,0.9955601564,2.9e-09,0.0044398407,0.3214015372,9.7e-09,0.3214015403,0.2725279744,0.3025291264,0.0991678134,0.0363940119,0.1007929966,0.3610767928
505,COCO_test2015_000000003618.jpg,人,赤い服を着た人が羊の毛を刈っていますね！,赤い服を着たポットパイ人間が羊の毛を刈っていますね！,赤い服を着た犬人間が羊の毛を刈っていますね！,赤い服を着た上衣人間が羊の毛を刈っていますね！,赤い服を着たオーバーコート人間が羊の毛を刈っていますね！,0.9964996083,5.35e-08,0.0035003384,0.3634505231,1.732e-07,0.363450586,0.435653768,0.4713358283,0.075704112,0.0356820603,0.4713358283,0.075704112
507,COCO_test2015_000000101009.jpg,男性,男性がノートパソコンを弄っていますね！,消防艇男がノートパソコンを弄っていますね！,山羊男がノートパソコンを弄っていますね！,ラップトップパソコン男がノートパソコンを弄っていますね！,ラップトップコンピューター男がノートパソコンを弄っていますね！,0.9983749675,1.71e-08,0.0016250154,0.2867280551,1.25e-08,0.2867280587,0.2472747497,0.2692586184,0.081645924,0.0219838687,0.2692586184,0.081645924
508,COCO_test2015_000000560852.jpg,人,赤いフードをかぶった人がスキーをしていますね！,赤いフードをかぶったポットパイ人間がスキーをしていますね！,赤いフードをかぶった食べ物人間がスキーをしていますね！,赤いフードをかぶったギター人間がスキーをしていますね！,赤いフードをかぶったチェーンソー人間がスキーをしていますね！,0.9964996405,2.12e-08,0.0035003384,0.3555708248,6.2e-09,0.355570827,0.2747076553,0.2887954414,0.0487811927,0.0152377228,0.1296999156,0.1174844467
510,COCO_test2015_000000003086.jpg,少年,ヘルメットをかぶった少年がスケボーをしていますね！,ヘルメットをかぶったパイプオルガンがスケボーをしていますね！,ヘルメットをかぶった鳥がスケボーをしていますね！,ヘルメットをかぶった掃除器がスケボーをしていますね！,ヘルメットをかぶったチェーンソーがスケボーをしていますね！,0.9996860296,8e-10,0.0003139696,0.4215257085,9.5e-09,0.4215257125,0.3737067166,0.4009649158,0.0679815069,0.074748399,0.2509329915,0.2978819108
512,COCO_test2015_000000040692.jpg,男性,青い服を着た男性が凧を持っていますね！,青い服を着たポットパイ男が凧を持っていますね！,青い服を着たワン公男が凧を持っていますね！,青い服を着た筆男が凧を持っていますね！,青い服を着た弓男が凧を持っていますね！,0.9824211801,7.7e-09,0.0175788123,0.3214015187,6.72e-08,0.3214015403,0.2012448893,0.2153389007,0.0654503732,0.0283942517,0.1764117479,0.1609544266
514,COCO_test2015_000000017026.jpg,女性,ベッドの上で女性が髪を伸ばして振り返っていますね！,ベッドの上で空母女が髪を伸ばして振り返っていますね！,ベッドの上でワン公女が髪を伸ばして振り返っていますね！,ベッドの上でベッド女が髪を伸ばして振り返っていますね！,ベッドの上で寝台女が髪を伸ばして振り返っていますね！,0.9964943186,6e-10,0.0035056808,0.3680149777,2.4e-09,0.3680149786,0.1851481403,0.2600452304,0.288015627,0.0748970901,0.2600452304,0.288015627
516,COCO_test2015_000000002504.jpg,ドーナツ,テーブルの上にはたくさんのドーナツが並べられていますね！,テーブルの上にはたくさんの釣り橋が並べられていますね！,テーブルの上にはたくさんのラグビーボールが並べられていますね！,テーブルの上にはたくさんの蝋燭が並べられていますね！,テーブルの上にはたくさんのワッフルが並べられていますね！,0.9461371668,6.91e-08,0.0538627678,0.5438313884,2.73e-08,0.5438314032,0.1185590116,0.2770455182,0.5720594495,0.1741063895,0.2325010151,0.7488414166
523,COCO_test2015_000000014809.jpg,男性,男性がベッドの上で跳ねていますね！,消防艇男がベッドの上で跳ねていますね！,ドッグ男がベッドの上で跳ねていますね！,リモコン男がベッドの上で跳ねていますね！,遠隔操作男がベッドの上で跳ねていますね！,0.9983749846,0.0,0.0016250154,0.3214015403,0.0,0.3214015403,0.9414014472,0.9997387528,0.05835255,0.0583373056,0.9997387528,0.05835255
527,COCO_test2015_000000081786.jpg,女性,男性と女性が向かい合っていますね！,男性と鯱女が向かい合っていますね！,男性と犬女が向かい合っていますね！,男性と料理店女が向かい合っていますね！,男性と大衆食堂女が向かい合っていますね！,0.9968874162,4.1e-09,0.0031125797,0.368014975,9.7e-09,0.3680149786,0.4480112655,0.583663404,0.2324150145,0.1356521385,0.583663404,0.2324150145
528,COCO_test2015_000000071728.jpg,サンドウィッチ,テーブルの上にはたくさんのサンドウィッチが置かれていますね！,テーブルの上にはたくさんのディスクブレーキが置かれていますね！,テーブルの上にはたくさんのフラミンゴが置かれていますね！,テーブルの上にはたくさんのレストラントが置かれていますね！,テーブルの上にはたくさんの料理屋が置かれていますね！,0.9811881079,7.1e-09,0.0188118851,0.4435089222,4.8e-09,0.4435089243,0.439172145,0.7308766842,0.399115946,0.2917045392,0.7308766842,0.399115946
530,COCO_test2015_000000107414.jpg,女性,赤いソファに女性が座っていますね！,赤いソファに蛇女が座っていますね！,赤いソファにヤギ女が座っていますね！,赤いソファに天鵝絨女が座っていますね！,赤いソファにベルベット女が座っていますね！,0.9611571937,5.8e-09,0.0388428007,0.3173351646,2.4e-09,0.3173351654,0.0157121757,0.0185412671,0.1525834965,0.0028290914,0.0185412671,0.1525834965
534,COCO_test2015_000000021853.jpg,女性,赤いユニフォームを着た女性がテニスをしていますね！,赤いユニフォームを着たポットパイ女がテニスをしていますね！,赤いユニフォームを着たハイエナ女がテニスをしていますね！,赤いユニフォームを着たラケット女がテニスをしていますね！,赤いユニフォームを着たテニスラケット女がテニスをしていますね！,0.9670361474,3.28e-08,0.0329638209,0.3083459354,7.4e-08,0.3083459582,0.4939631301,0.560064137,0.118023995,0.0661010069,0.560064137,0.118023995
536,COCO_test2015_000000545222.jpg,男性,男性がタバコを吸いながら自転車をひいていますね！,いちじく男がタバコを吸いながら自転車をひいていますね！,食べ物男がタバコを吸いながら自転車をひいていますね！,聴診器男がタバコを吸いながら自転車をひいていますね！,マスク男がタバコを吸いながら自転車をひいていますね！,0.9846644422,5.331e-07,0.0153350329,0.3201193454,3.662e-07,0.3201194626,0.1305662722,0.1478246599,0.1167490441,0.0190911844,0.0780785233,0.2445126214
537,COCO_test2015_000000548046.jpg,人,キリンの顔を触っている人でありますね！,キリンの顔を触っているワゴン人間でありますね！,キリンの顔を触っているいぬっころ人間でありますね！,キリンの顔を触っている垣根人間でありますね！,キリンの顔を触っている柵人間でありますね！,0.9993593301,2.062e-07,0.0006404638,0.3634505396,1.276e-07,0.363450586,0.4421028046,0.5208864808,0.1512492244,0.0787836762,0.5208864808,0.1512492244
538,COCO_test2015_000000528483.jpg,人達,ベンチに座って談笑している人達がいますね！,ベンチに座って談笑しているウミウシがいますね！,ベンチに座って談笑している小鳥がいますね！,ベンチに座って談笑している力車がいますね！,ベンチに座って談笑している人力車がいますね！,0.9957243977,3.12e-08,0.0042755712,0.3034061537,1.99e-08,0.3034061597,0.6988528421,0.7658281922,0.0874547983,0.0669753501,0.7658281922,0.0874547983
539,COCO_test2015_000000004001.jpg,人,たくさんの人がサーフボードを持っていますね！,たくさんのポットパイ人間がサーフボードを持っていますね！,たくさんの狐人間がサーフボードを持っていますね！,たくさんのサロン人間がサーフボードを持っていますね！,たくさんのラクダ人間がサーフボードを持っていますね！,0.9964996607,9e-10,0.0035003384,0.2909801361,1.57e-08,0.2909801407,0.4216194792,0.4455279112,0.053663152,0.0495681064,0.1590645015,0.3116226812
540,COCO_test2015_000000544385.jpg,人,雪の上でスキーをしている人でありますね！,雪の上でスキーをしているコンソメ人間でありますね！,雪の上でスキーをしている食物人間でありますね！,雪の上でスキーをしているスキー人間でありますね！,雪の上でスキーをしているスキーの板人間でありますね！,0.9847567266,0.0,0.0152432734,0.355570827,0.0,0.355570827,0.9812387761,0.9966771603,0.0154898545,0.0154383842,0.9966771603,0.0154898545
542,COCO_test2015_000000025398.jpg,女の子,女の子がフォークを使ってケーキを食べようとしていますね！,飛行船がフォークを使ってケーキを食べようとしていますね！,バードがフォークを使ってケーキを食べようとしていますね！,小料理屋がフォークを使ってケーキを食べようとしていますね！,レストランがフォークを使ってケーキを食べようとしていますね！,0.9933829139,3.51e-08,0.0066170512,0.5447276235,1.45e-08,0.5447276314,0.1366119165,0.1964425594,0.3045706747,0.0598306429,0.1964425594,0.3045706747
544,COCO_test2015_000000535354.jpg,男性,男性がレストランでナイフを振り上げていますね！,ごみくず男がレストランでナイフを振り上げていますね！,山羊男がレストランでナイフを振り上げていますね！,おたま男がレストランでナイフを振り上げていますね！,柄杓男がレストランでナイフを振り上げていますね！,0.9904656056,9e-10,0.0095343935,0.2867280549,1.34e-08,0.2867280587,0.0539965969,0.0619269647,0.1280600121,0.0079303678,0.0619269647,0.1280600121
546,COCO_test2015_000000004512.jpg,女性,赤い服を着た女性が携帯電話を操作していますね！,赤い服を着たシャチ女が携帯電話を操作していますね！,赤い服を着たドッグ女が携帯電話を操作していますね！,赤い服を着た三輪車女が携帯電話を操作していますね！,赤い服を着た衣装女が携帯電話を操作していますね！,0.996887418,2.3e-09,0.0031125797,0.3680149783,8e-10,0.3680149786,0.0021819618,0.0023597581,0.0753451388,0.0002744135,0.0007031388,0.3902693816
549,COCO_test2015_000000062146.jpg,女性,キッチンで料理をしている女性ですね！,キッチンで料理をしている掲示女ですね！,キッチンで料理をしている野羊女ですね！,キッチンで料理をしている食洗機女ですね！,キッチンで料理をしている包丁女ですね！,0.9976240476,7.5e-09,0.0023759449,0.3173351645,2.9e-09,0.3173351654,0.1949934895,0.200485453,0.0273933265,0.0222511824,0.1058245823,0.2102647792
550,COCO_test2015_000000580517.jpg,少年,ほっぺを赤くした少年が歯磨きをしていますね！,ほっぺを赤くした蛇が歯磨きをしていますね！,ほっぺを赤くした鳥が歯磨きをしていますね！,ほっぺを赤くしたパーカッションが歯磨きをしていますね！,ほっぺを赤くしたパジャマが歯磨きをしていますね！,0.9990528059,5.31e-08,0.0009471411,0.4215257082,1.02e-08,0.4215257125,0.3276836489,0.3685614169,0.1109116857,0.0598820841,0.171631366,0.3488994205
552,COCO_test2015_000000030522.jpg,間,髭を蓄えたおじさんのあごの間には挟まっていますね！,髭を蓄えたおじさんのあごのコガネムシには挟まっていますね！,髭を蓄えたおじさんのあごの谷地形には挟まっていますね！,髭を蓄えたおじさんのあごの角帽には挟まっていますね！,髭を蓄えたおじさんのあごの計算尺には挟まっていますね！,0.9985721416,4.592e-07,0.0014273999,0.3659615607,4.059e-07,0.3659617092,0.1489779779,0.1509822756,0.0132750531,0.0077788385,0.1224634796,0.0635196591
553,COCO_test2015_000000039678.jpg,ボール,サッカーの試合でボールを取り合っていますね！,サッカーの試合でサナダムシを取り合っていますね！,サッカーの試合でスペースキーを取り合っていますね！,サッカーの試合でバスケットボールを取り合っていますね！,サッカーの試合で鉄帽を取り合っていますね！,0.9987167573,0.0,0.0012832427,0.3654850775,0.0,0.3654850775,0.2556163859,0.3971098959,0.3563081945,0.164507689,0.3340806663,0.492419064
554,COCO_test2015_000000007231.jpg,男性,スケートボードを持った男性が座っていますね！,スケートボードを持った円蓋男が座っていますね！,スケートボードを持ったスカート男が座っていますね！,スケートボードを持った担架男が座っていますね！,スケートボードを持ったチェーンソー男が座っていますね！,0.9946635423,1.471e-07,0.0053363114,0.3369235273,1.4e-07,0.3369235745,0.2658195188,0.3069917262,0.1341150391,0.0516153145,0.2389976233,0.2159658068
557,COCO_test2015_000000031936.jpg,子供,子供がバナナをスプーンで食べていますね！,石垣がバナナをスプーンで食べていますね！,ドッグがバナナをスプーンで食べていますね！,湯ぶねがバナナをスプーンで食べていますね！,バスタブがバナナをスプーンで食べていますね！,0.9993579369,5.5e-09,0.0006420576,0.4524851303,1.7e-09,0.4524851311,0.4883224054,0.6288151145,0.2234245104,0.1404927091,0.6288151145,0.2234245104
559,COCO_test2015_000000098311.jpg,女性,食事中の女性がこちらを見つめていますね！,食事中の空母女がこちらを見つめていますね！,食事中のいぬ女がこちらを見つめていますね！,食事中のキャベツ女がこちらを見つめていますね！,食事中のドリアン女がこちらを見つめていますね！,0.996494304,1.53e-08,0.0035056808,0.3680149153,1.721e-07,0.3680149786,0.1539324079,0.1721931994,0.1060482735,0.0392679748,0.1602386534,0.2450593158
560,COCO_test2015_000000074408.jpg,女性,女性がフリスビーを投げていますね！,空母女がフリスビーを投げていますね！,ネコ女がフリスビーを投げていますね！,婿女がフリスビーを投げていますね！,ドレス女がフリスビーを投げていますね！,0.9964940943,2.257e-07,0.0035056808,0.3921676304,1.058e-07,0.3921676719,0.2643809286,0.3081446886,0.1420234117,0.0987571516,0.2173612863,0.4543456347
562,COCO_test2015_000000003359.jpg,男性,男性がスケートボードに乗っていますね！,鉢男がスケートボードに乗っていますね！,犬男がスケートボードに乗っていますね！,ショッピングカート男がスケートボードに乗っていますね！,スカート男がスケートボードに乗っていますね！,0.9979466024,2.158e-07,0.0020531822,0.3214015183,6.83e-08,0.3214015403,0.2951489825,0.3121330142,0.0544128013,0.0283012335,0.0839989707,0.3369235745
563,COCO_test2015_000000025390.jpg,新婦,新郎と新婦がケーキ入刀をしていますね！,新郎と機関車がケーキ入刀をしていますね！,新郎とフォックスがケーキ入刀をしていますね！,新郎と御盆がケーキ入刀をしていますね！,新郎とトレイがケーキ入刀をしていますね！,0.994099087,2.4e-09,0.0059009106,0.303856639,2.9e-09,0.3038566399,0.2539760086,0.3374606669,0.2473907821,0.0834846583,0.3374606669,0.2473907821
565,COCO_test2015_000000556200.jpg,女性,女性が鏡に向かって歯磨きをしていますね！,空母女が鏡に向かって歯磨きをしていますね！,いぬ女が鏡に向かって歯磨きをしていますね！,包丁女が鏡に向かって歯磨きをしていますね！,肉切り包丁女が鏡に向かって歯磨きをしていますね！,0.9964943072,1.2e-08,0.0035056808,0.3680149656,3.53e-08,0.3680149786,0.1286080453,0.1628495753,0.2102647792,0.03424153,0.1628495753,0.2102647792
568,COCO_test2015_000000544323.jpg,人,黒い服を着た人がスノーボードをしていますね！,黒い服を着たポットパイ人間がスノーボードをしていますね！,黒い服を着た食物人間がスノーボードをしていますね！,黒い服を着たスキー人間がスノーボードをしていますね！,黒い服を着たシャベル人間がスノーボードをしていますね！,0.9964996593,2.3e-09,0.0035003384,0.3555708255,4.3e-09,0.355570827,0.6849361973,0.6957126856,0.0154898545,0.015333948,0.1450782865,0.1056943007
569,COCO_test2015_000000014028.jpg,子供たち,子供たちがピザを食べていますね！,ハードディスクがピザを食べていますね！,小鳥がピザを食べていますね！,電子レンジがピザを食べていますね！,犬がピザを食べていますね！,0.9929515232,1.605e-07,0.0070483174,0.4804483342,9.03e-08,0.4804483776,0.0732711015,0.0867128819,0.1550148039,0.0247422072,0.0516832098,0.4787281452
570,COCO_test2015_000000047243.jpg,男女,ピザを囲んで男女が笑っていますね！,ピザを囲んでモデムが笑っていますね！,ピザを囲んでワン公が笑っていますね！,ピザを囲んで婿が笑っていますね！,ピザを囲んで花聟が笑っていますね！,0.9997306148,1e-09,0.0002693842,0.2215239204,1e-09,0.2215239206,0.7976885436,0.8088845611,0.0138413045,0.0111960175,0.8088845611,0.0138413045
574,COCO_test2015_000000026990.jpg,男性,馬に乗った男性が、広がっていますね！,馬に乗ったいちじく男が、広がっていますね！,馬に乗った野球選手男が、広がっていますね！,馬に乗った車力男が、広がっていますね！,馬に乗った馬車男が、広がっていますね！,0.9846649671,0.0,0.0153350329,0.3353831743,0.0,0.3353831743,0.789777618,0.9824893475,0.1961463806,0.1927117295,0.9824893475,0.1961463806
575,COCO_test2015_000000040378.jpg,猫,猫がリモコンを抱いてくつろいでいますね！,潜水艦がリモコンを抱いてくつろいでいますね！,鳥がリモコンを抱いてくつろいでいますね！,リモコンがリモコンを抱いてくつろいでいますね！,ねこがリモコンを抱いてくつろいでいますね！,0.9784889816,2.112e-07,0.0215108117,0.7636177363,3.32e-08,0.7636177617,0.1645321374,0.2109515071,0.2200475851,0.1568879038,0.1568879038,1.0
577,COCO_test2015_000000000150.jpg,女性,女性がケーキを切り分けようとしていますね！,航空機女がケーキを切り分けようとしていますね！,山羊女がケーキを切り分けようとしていますね！,食堂女がケーキを切り分けようとしていますね！,料亭女がケーキを切り分けようとしていますね！,0.986237116,4e-09,0.0137628801,0.3173351643,3.6e-09,0.3173351654,0.5187218285,0.6757842302,0.2324150145,0.1570624017,0.6757842302,0.2324150145
578,COCO_test2015_000000007404.jpg,男性,黒い服を着た男性が立っていますね！,黒い服を着たディスクブレーキ男が立っていますね！,黒い服を着た犬男が立っていますね！,黒い服を着た金庫男が立っていますね！,黒い服を着たトレンチコート男が立っていますね！,0.9964285869,1.42e-07,0.0035712716,0.3214014631,2.403e-07,0.3214015403,0.1178595976,0.1218150184,0.0324707157,0.0384368738,0.1290085465,0.2979405228
581,COCO_test2015_000000088989.jpg,女性,テニスのサーブをしている女性がいますね！,テニスのサーブをしている蝸牛女がいますね！,テニスのサーブをしているたんす女がいますね！,テニスのサーブをしているテニスボール女がいますね！,テニスのサーブをしているテニスラケット女がいますね！,0.9956282059,7e-10,0.0043717934,0.366792338,1.6e-09,0.3667923386,0.6765620005,0.6836107969,0.0103111251,0.0364133948,0.3085253537,0.118023995
585,COCO_test2015_000000089381.jpg,女の子,ベッドの上で跳ねている女の子ですね！,ベッドの上で跳ねている甲鉄ですね！,ベッドの上で跳ねているバードですね！,ベッドの上で跳ねている枕ですね！,ベッドの上で跳ねているマクラですね！,0.9841645494,1.2e-09,0.0158354494,0.544727631,8e-10,0.5447276314,0.0506265495,0.0660802126,0.2338621887,0.0154536631,0.0660802126,0.2338621887
587,COCO_test2015_000000014245.jpg,少年,スケートボードを持った少年が笑っていますね！,スケートボードを持ったカリフラワーが笑っていますね！,スケートボードを持った狼が笑っていますね！,スケートボードを持ったテンガロンハットが笑っていますね！,スケートボードを持ったカウボーイハットが笑っていますね！,0.9998382114,3.2379e-06,0.0001585512,0.4148730238,2.84e-06,0.414874202,0.1416874645,0.1782864928,0.205282115,0.0365990283,0.1782864928,0.205282115
588,COCO_test2015_000000544023.jpg,キーパー,サッカー場でキーパーがボールを蹴っていますね！,サッカー場でコネ粉がボールを蹴っていますね！,サッカー場でスペースキーがボールを蹴っていますね！,サッカー場で落下傘がボールを蹴っていますね！,サッカー場で野球選手がボールを蹴っていますね！,0.9996652297,1e-09,0.0003347693,0.2834334568,1e-09,0.2834334571,0.3471885838,0.3954920173,0.1221350404,0.1050414832,0.2715943158,0.3867587687
589,COCO_test2015_000000046498.jpg,女性,白い服を着た女性がワイングラスを持っていますね！,白い服を着た鯱女がワイングラスを持っていますね！,白い服を着た鳥女がワイングラスを持っていますね！,白い服を着た料亭女がワイングラスを持っていますね！,白い服を着た小料理屋女がワイングラスを持っていますね！,0.9968874202,1e-10,0.0031125797,0.2745906284,1e-10,0.2745906284,0.6896694099,0.8984925747,0.2324150145,0.2088231648,0.8984925747,0.2324150145
590,COCO_test2015_000000025744.jpg,カップル,スキー場でスキーを楽しむ完全するカップルですね！,スキー場でスキーを楽しむ完全するスペースキーですね！,スキー場でスキーを楽しむ完全する鏡台ですね！,スキー場でスキーを楽しむ完全する目出し帽ですね！,スキー場でスキーを楽しむ完全するスキーですね！,0.9991902757,1.9e-09,0.0008097224,0.2608393961,8e-09,0.2608393982,0.4492013412,0.4897622168,0.0828174861,0.0721424208,0.3227392733,0.2235315834
591,COCO_test2015_000000085643.jpg,牛,黒い牛が柵の向こうからこちらを見つめていますね！,黒いミートローフが柵の向こうからこちらを見つめていますね！,黒い鳥が柵の向こうからこちらを見つめていますね！,黒い羊が柵の向こうからこちらを見つめていますね！,黒いひつじが柵の向こうからこちらを見つめていますね！,0.9998076564,4.2e-09,0.0001923394,0.5313286643,4.1e-09,0.5313286665,0.154845149,0.7405212522,0.7908970896,0.5856761032,0.7405212522,0.7908970896
592,COCO_test2015_000000576062.jpg,男性,男性がピザの前でカメラを見ていますね！,谿男がピザの前でカメラを見ていますね！,スカート男がピザの前でカメラを見ていますね！,飲食店男がピザの前でカメラを見ていますね！,お食事処男がピザの前でカメラを見ていますね！,0.9839426317,7e-10,0.0160573676,0.3369235743,5e-10,0.3369235745,0.5437088814,0.6976621151,0.2206701932,0.1539532337,0.6976621151,0.2206701932
594,COCO_test2015_000000538599.jpg,男性,テニスラケットを持った男性が立っていますね！,テニスラケットを持った陸橋男が立っていますね！,テニスラケットを持った猫男が立っていますね！,テニスラケットを持ったラケット男が立っていますね！,テニスラケットを持ったテニスラケット男が立っていますね！,0.9995129264,0.0,0.0004870736,0.3355120656,0.0,0.3355120656,0.8209623743,0.9927230477,0.1730197297,0.1717606734,0.9927230477,0.1730197297
597,COCO_test2015_000000073134.jpg,画像,女性が料理をしている所の画像ですね！,女性が料理をしている所の蚊帳ですね！,女性が料理をしている所のオペラグラスですね！,女性が料理をしている所の火鍋子ですね！,女性が料理をしている所の鍋ですね！,0.9937198264,6.42e-08,0.0062801098,0.3673525993,6.45e-08,0.367352623,0.3853132318,0.4365535975,0.1173747415,0.0512403657,0.4365535975,0.1173747415
