no,images,subject,cap_original,cap_ll,cap_lh,cap_hl,cap_hh,ll_humor_score,ll_img_sim,ll_word_sim,lh_humor_score,lh_img_sim,lh_word_sim,hl_humor_score,hl_img_sim,hl_word_sim,hh_humor_score,hh_img_sim,hh_word_sim
781,COCO_train2014_000000096881.jpg,女性,黄色いバッグを持っている女性が立ったまま携帯電話を見ていますね！,黄色いバッグを持っているコブラ女が立ったまま携帯電話を見ていますね！,黄色いバッグを持っているネコ女が立ったまま携帯電話を見ていますね！,黄色いバッグを持っているオカリナ女が立ったまま携帯電話を見ていますね！,黄色いバッグを持っているスカート女が立ったまま携帯電話を見ていますね！,0.9611571547,4.64e-08,0.0388428007,0.392167632,1.018e-07,0.3921676719,0.1039628989,0.1150049493,0.0960136975,0.0393340892,0.1194237024,0.3293658499
792,COCO_train2014_000000086869.jpg,ひと,水色のキャップを被ったポニーテールのひとですね！,水色のキャップを被ったポニーテールの図書館ですね！,水色のキャップを被ったポニーテールのキツネですね！,水色のキャップを被ったポニーテールの日焼け止めですね！,水色のキャップを被ったポニーテールの糸巻きですね！,0.9966515733,3.953e-07,0.0033480327,0.3900317891,3.94e-08,0.3900318045,0.0856740951,0.0889187083,0.0364896578,0.021176646,0.0792147815,0.2673320009
797,COCO_train2014_000000100667.jpg,男性,三人の男性が皮の剥いたバナナを頬張っていますね！,三人のテレビ男が皮の剥いたバナナを頬張っていますね！,三人のスカート男が皮の剥いたバナナを頬張っていますね！,三人のアイスキャンデー男が皮の剥いたバナナを頬張っていますね！,三人のホットドッグ男が皮の剥いたバナナを頬張っていますね！,0.9966065412,2e-10,0.0033934586,0.3369235744,2e-10,0.3369235745,0.495069492,0.5454471111,0.0923602272,0.0544233717,0.2634640932,0.2065684587
807,COCO_train2014_000000018093.jpg,女性,オーブンの中から出来上がった料理を取り出す女性ですね！,オーブンの中から出来上がった料理を取り出す空母女ですね！,オーブンの中から出来上がった料理を取り出すいぬっころ女ですね！,オーブンの中から出来上がった料理を取り出すコーヒーポット女ですね！,オーブンの中から出来上がった料理を取り出すコーヒーメーカー女ですね！,0.9964943186,6e-10,0.0035056808,0.3680149776,2.6e-09,0.3680149786,0.2790315626,0.2845429778,0.0193693593,0.0223118933,0.2646698356,0.0843008546
809,COCO_train2014_000000079456.jpg,少女,少年と少女が肘をついて並んでいますね！,少年と電源が肘をついて並んでいますね！,少年とバードが肘をついて並んでいますね！,少年とかつらが肘をついて並んでいますね！,少年とパジャマが肘をついて並んでいますね！,0.9943751767,2.2924e-06,0.0056225438,0.5115925461,4.283e-07,0.5115927652,0.1134246481,0.1327456534,0.1455490619,0.0234688153,0.0595922954,0.393822979
810,COCO_train2014_000000027224.jpg,女性,バッグを持った女性がぬいぐるみを持った子供のほうを向いていますね！,バッグを持ったエアプレイン女がぬいぐるみを持った子供のほうを向いていますね！,バッグを持った海鳥女がぬいぐるみを持った子供のほうを向いていますね！,バッグを持った花聟女がぬいぐるみを持った子供のほうを向いていますね！,バッグを持ったドレス女がぬいぐるみを持った子供のほうを向いていますね！,0.9862369894,1.323e-07,0.0137628801,0.2745906083,7.33e-08,0.2745906284,0.2044826654,0.2383312881,0.1420234117,0.1489154365,0.327758044,0.4543456347
813,COCO_train2014_000000023594.jpg,犬,犬が何かを本気で嫌がっていますね！,オドメーターが何かを本気で嫌がっていますね！,鴨が何かを本気で嫌がっていますね！,ネコが何かを本気で嫌がっていますね！,いぬっころが何かを本気で嫌がっていますね！,0.9951183625,0.0,0.0048816375,0.6365646375,0.0,0.6365646375,6.1138e-06,9.9567e-06,0.3859606026,0.9138000011,0.9138000011,1.0
815,COCO_train2014_000000076992.jpg,男性,スポーツウェアを着た男性が、フリスビーをキャッチしようとしていますね！,スポーツウェアを着たスノーモービル男が、フリスビーをキャッチしようとしていますね！,スポーツウェアを着た化粧台男が、フリスビーをキャッチしようとしていますね！,スポーツウェアを着たラグビーボール男が、フリスビーをキャッチしようとしていますね！,スポーツウェアを着たサッカーボール男が、フリスビーをキャッチしようとしていますね！,0.9955601583,1e-09,0.0044398407,0.3076047598,6.6e-09,0.3076047618,0.7182993368,0.7294959426,0.0153484141,0.0213571123,0.1829453558,0.1167403905
825,COCO_train2014_000000011229.jpg,人,男の人がスケートボードに乗ってジャンプしていますね！,男のヘビ人間がスケートボードに乗ってジャンプしていますね！,男の狐人間がスケートボードに乗ってジャンプしていますね！,男のフェンス人間がスケートボードに乗ってジャンプしていますね！,男の担架人間がスケートボードに乗ってジャンプしていますね！,0.9874125868,3.62e-08,0.0125873775,0.2909801194,7.32e-08,0.2909801407,0.2882682032,0.2900556028,0.0061622654,0.0203001822,0.2543413341,0.0798147193
835,COCO_train2014_000000010176.jpg,男女,男女が立ちながらテレビゲームで遊んでいますね！,間欠泉が立ちながらテレビゲームで遊んでいますね！,ワン公が立ちながらテレビゲームで遊んでいますね！,デニムが立ちながらテレビゲームで遊んでいますね！,サンダルが立ちながらテレビゲームで遊んでいますね！,0.9991493327,3.349e-07,0.0008503327,0.2215238885,1.451e-07,0.2215239206,0.0647713753,0.0736155137,0.1201396006,0.0090774425,0.0483692251,0.1876697939
837,COCO_train2014_000000089931.jpg,赤ちゃん,赤ちゃんが手づかみでケーキを食べて手も顔もクリームだらけになっていますね！,プレートアーマーが手づかみでケーキを食べて手も顔もクリームだらけになっていますね！,ねこが手づかみでケーキを食べて手も顔もクリームだらけになっていますね！,アイスキャンディーが手づかみでケーキを食べて手も顔もクリームだらけになっていますね！,おむつが手づかみでケーキを食べて手も顔もクリームだらけになっていますね！,0.9838684812,5.74e-08,0.0161314623,0.6988928245,2.582e-07,0.698893005,0.1547041331,0.2478831708,0.3758990068,0.1445017445,0.2679929137,0.539199871
847,COCO_train2014_000000069770.jpg,男性,観戦者がいっぱいの場所にビール片手に立っている男性ですね！,観戦者がいっぱいの場所にビール片手に立っている壇男ですね！,観戦者がいっぱいの場所にビール片手に立っているたんす男ですね！,観戦者がいっぱいの場所にビール片手に立っているティーシャツ男ですね！,観戦者がいっぱいの場所にビール片手に立っているテレビ男ですね！,0.9786288069,7.173e-07,0.0213704911,0.3076047075,1.764e-07,0.3076047618,0.1249709753,0.1353456676,0.0766533016,0.0162266657,0.0790376887,0.2053028869
852,COCO_train2014_000000081845.jpg,女性,ボーダーの服を着た女性が微笑んでいますね！,ボーダーの服を着たゴキブリ女が微笑んでいますね！,ボーダーの服を着たワン公女が微笑んでいますね！,ボーダーの服を着た日焼け止め女が微笑んでいますね！,ボーダーの服を着た化粧品女が微笑んでいますね！,0.996105816,1.2967e-06,0.0038928923,0.3680148986,2.175e-07,0.3680149786,0.0576824524,0.0612315871,0.0579624803,0.0211679377,0.0650289431,0.3255156348
860,COCO_train2014_000000015239.jpg,男性,ヒゲの生えた男性が水を持っていますね！,ヒゲの生えたポットパイ男が水を持っていますね！,ヒゲの生えたネコ男が水を持っていますね！,ヒゲの生えたビン男が水を持っていますね！,ヒゲの生えたスーツ男が水を持っていますね！,0.9824210943,9.51e-08,0.0175788123,0.3355120432,6.69e-08,0.3355120656,0.1349615973,0.1471099705,0.0825802164,0.0245904453,0.0867253765,0.2835438284
861,COCO_train2014_000000000839.jpg,男性,芝生のうえにいる男性がフリスビーをしていますね！,芝生のうえにいるモデム男がフリスビーをしていますね！,芝生のうえにいる食物男がフリスビーをしていますね！,芝生のうえにいるラグビーボール男がフリスビーをしていますね！,芝生のうえにいるサッカーボール男がフリスビーをしていますね！,0.9961317556,7.9e-09,0.0038682365,0.3201194602,7.4e-09,0.3201194626,0.5780900898,0.5871011615,0.0153484141,0.0310924011,0.2663379908,0.1167403905
862,COCO_train2014_000000076753.jpg,男性,２人の男性がテレビゲームをしていますね！,２人の消防艇男がテレビゲームをしていますね！,２人のワン公男がテレビゲームをしていますね！,２人の杖男がテレビゲームをしていますね！,２人のサックス男がテレビゲームをしていますね！,0.9983747998,1.851e-07,0.0016250154,0.321401405,4.21e-07,0.3214015403,0.0580493982,0.0660020784,0.1204913595,0.0192153513,0.0759363472,0.2530455051
873,COCO_train2014_000000060289.jpg,女性,サングラスを掛けた金髪の女性が右手に持ったドーナツの穴を覗いていますね！,サングラスを掛けた金髪の王座女が右手に持ったドーナツの穴を覗いていますね！,サングラスを掛けた金髪の衣装女が右手に持ったドーナツの穴を覗いていますね！,サングラスを掛けた金髪のプレッツェル女が右手に持ったドーナツの穴を覗いていますね！,サングラスを掛けた金髪のサングラス女が右手に持ったドーナツの穴を覗いていますね！,0.9801989055,1.94e-08,0.0198010755,0.390269379,6.6e-09,0.3902693816,0.5662530819,0.6156301498,0.0802057337,0.0867242621,0.2796420455,0.3101259752
903,COCO_train2014_000000005021.jpg,女性,太った女性がかばんを斜めがけにかけていますね！,太った間欠泉女がかばんを斜めがけにかけていますね！,太った犬女がかばんを斜めがけにかけていますね！,太ったスクールバス女がかばんを斜めがけにかけていますね！,太ったモップ女がかばんを斜めがけにかけていますね！,0.9997025158,2.149e-07,0.0002972694,0.3680149337,1.22e-07,0.3680149786,0.0653334293,0.0709957629,0.0797559377,0.0115202335,0.0661258698,0.1742167403
904,COCO_train2014_000000106836.jpg,家族,カップケーキの間にあるローソクの火を消している家族ですね！,カップケーキの間にあるローソクの火を消しているマウンテンバイクですね！,カップケーキの間にあるローソクの火を消しているお財布ですね！,カップケーキの間にあるローソクの火を消しているカリフラワーですね！,カップケーキの間にあるローソクの火を消している飲食店ですね！,0.9968444841,9.32e-08,0.003155423,0.3253042508,7.49e-08,0.3253042752,0.1437324198,0.1473202556,0.0243539881,0.0225656942,0.0801827684,0.2814282252
907,COCO_train2014_000000008781.jpg,犬,ソファーに男性とシャンプーハットを首につけている犬が座っていますね！,ソファーに男性とシャンプーハットを首につけているディスクブレーキが座っていますね！,ソファーに男性とシャンプーハットを首につけているモンキーが座っていますね！,ソファーに男性とシャンプーハットを首につけているヒーターが座っていますね！,ソファーに男性とシャンプーハットを首につけているワン公が座っていますね！,0.973758403,1.7e-09,0.0262415953,0.5906270535,1.9e-09,0.5906270546,0.0045730453,0.0047681038,0.0409090329,0.7101852894,0.7101852894,1.0
911,COCO_train2014_000000097391.jpg,男女,青いシャツを着ている数名の男女ですね！,青いシャツを着ている数名のモデムですね！,青いシャツを着ている数名のドッグですね！,青いシャツを着ている数名のトーテムポールですね！,青いシャツを着ている数名のポールですね！,0.9997305427,7.31e-08,0.0002693842,0.2215238903,1.368e-07,0.2215239206,0.0772341419,0.0806532428,0.0423926032,0.0066076568,0.0694306046,0.0951692248
918,COCO_train2014_000000040643.jpg,男女,会社か何かの広場で数人の男女がボウリングのゲームをしていますね！,会社か何かの広場で数人のウーパールーパーがボウリングのゲームをしていますね！,会社か何かの広場で数人の猫がボウリングのゲームをしていますね！,会社か何かの広場で数人の書房がボウリングのゲームをしていますね！,会社か何かの広場で数人の制服がボウリングのゲームをしていますね！,0.9980652594,1.643e-07,0.0019345766,0.2438542177,1.152e-07,0.2438542458,0.1039877012,0.104147613,0.0015354338,0.017044435,0.0902635157,0.1888297267
923,COCO_train2014_000000029116.jpg,青年,オレンジ色のシャツを着た青年がスケートボードでジャンプしていますね！,オレンジ色のシャツを着た茸がスケートボードでジャンプしていますね！,オレンジ色のシャツを着たウルフがスケートボードでジャンプしていますね！,オレンジ色のシャツを着たヘルメットがスケートボードでジャンプしていますね！,オレンジ色のシャツを着た一輪車がスケートボードでジャンプしていますね！,0.9988821045,1.151e-07,0.0011177805,0.3033539397,1.1476e-06,0.3033542878,0.2336364046,0.2363010496,0.0112764838,0.0303286967,0.1772803068,0.171077641
928,COCO_train2014_000000034074.jpg,子ども,サッカーをしている子どもが二人の選手の間に挟まれていますね！,サッカーをしているボウルが二人の選手の間に挟まれていますね！,サッカーをしている食物が二人の選手の間に挟まれていますね！,サッカーをしているラグビーボールが二人の選手の間に挟まれていますね！,サッカーをしているサッカーボールが二人の選手の間に挟まれていますね！,0.9901887553,3e-10,0.0098112444,0.3911051033,2e-10,0.3911051034,0.5093212913,0.5151631236,0.0113397719,0.0580342413,0.4503534138,0.1288637758
931,COCO_train2014_000000073436.jpg,男性,座っている人々の真ん中でスーツを着た男性が立っていますね！,座っている人々の真ん中でスーツを着たディスクブレーキ男が立っていますね！,座っている人々の真ん中でスーツを着たドッグ男が立っていますね！,座っている人々の真ん中でスーツを着た鍋男が立っていますね！,座っている人々の真ん中でスーツを着たドラム男が立っていますね！,0.9964285323,1.968e-07,0.0035712716,0.321401293,7.694e-07,0.3214015403,0.2455840385,0.2552190125,0.0377517879,0.0145840695,0.0948122516,0.1538205168
943,COCO_train2014_000000037698.jpg,男性,二人の男性がテレビゲームをしていますね！,二人の消防艇男がテレビゲームをしていますね！,二人の犬男がテレビゲームをしていますね！,二人のマイクロフォン男がテレビゲームをしていますね！,二人の化粧品男がテレビゲームをしていますね！,0.9983749832,1.4e-09,0.0016250154,0.3214015399,1.1e-09,0.3214015403,0.4699033789,0.4767862558,0.0144359801,0.012596884,0.044486966,0.2831589826
945,COCO_train2014_000000132724.jpg,人,男の人がスノーボードで着地する瞬間を写していますね！,男のポットパイ人間がスノーボードで着地する瞬間を写していますね！,男の食物人間がスノーボードで着地する瞬間を写していますね！,男のスキーの板人間がスノーボードで着地する瞬間を写していますね！,男のサングラス人間がスノーボードで着地する瞬間を写していますね！,0.9964995518,1.102e-07,0.0035003384,0.3555708106,4.61e-08,0.355570827,0.5370107139,0.5454598069,0.0154898545,0.0159804123,0.1297555119,0.1231578685
960,COCO_train2014_000000074065.jpg,サラリーマン,混雑した電車の中で携帯を見るサラリーマンですね！,混雑した電車の中で携帯を見る帆船ですね！,混雑した電車の中で携帯を見るすっぽんですね！,混雑した電車の中で携帯を見る花婿ですね！,混雑した電車の中で携帯を見るスーツですね！,0.9992368079,7.4e-08,0.0007631182,0.2095095317,7.3e-09,0.2095095332,0.3860721912,0.4457431138,0.1338684116,0.0689775836,0.2881663442,0.239367244
964,COCO_train2014_000000119571.jpg,子供,花柄のシャツを着た子供がロウソクを見つめていますね！,花柄のシャツを着た円蓋がロウソクを見つめていますね！,花柄のシャツを着たねこがロウソクを見つめていますね！,花柄のシャツを着た芝刈り機がロウソクを見つめていますね！,花柄のシャツを着た計量器がロウソクを見つめていますね！,0.9844316935,1.8497e-06,0.0155664856,0.4850813757,6.89e-07,0.4850817099,0.086194542,0.1010282338,0.1468271915,0.0168401501,0.1029151306,0.1636314309
972,COCO_train2014_000000079260.jpg,青年,グランドでフリスビーしたあとに全員集合した青年ですね！,グランドでフリスビーしたあとに全員集合したピッツアですね！,グランドでフリスビーしたあとに全員集合した狼ですね！,グランドでフリスビーしたあとに全員集合したラグビーボールですね！,グランドでフリスビーしたあとに全員集合した舞台ですね！,0.9998722112,4.3e-09,0.0001277845,0.3033542873,1.7e-09,0.3033542878,0.3454700266,0.3815272748,0.0945076554,0.0756106484,0.3104798794,0.243528336
978,COCO_train2014_000000073174.jpg,犬,頭に水色のリボンをつけた犬が毛を刈られていますね！,頭に水色のリボンをつけたオドメーターが毛を刈られていますね！,頭に水色のリボンをつけたワニが毛を刈られていますね！,頭に水色のリボンをつけたラクダが毛を刈られていますね！,頭に水色のリボンをつけたいぬっころが毛を刈られていますね！,0.9951183523,1.02e-08,0.0048816375,0.5582322269,3.08e-08,0.5582322441,0.0054967729,0.0135081718,0.5930779529,0.6478499174,0.6478499174,1.0
987,COCO_train2014_000000015733.jpg,サーファー,サーファーがボードから転落していますね！,小包がボードから転落していますね！,ミーアキャットがボードから転落していますね！,パラシュートがボードから転落していますね！,ドッグがボードから転落していますね！,0.9879927822,1.394e-07,0.0120070801,0.3765243024,7.09e-08,0.3765243291,0.1629468416,0.1833060682,0.1110668449,0.0357701779,0.1170147434,0.3056894961
997,COCO_train2014_000000009929.jpg,人,満席の車内で床にまで人が座っていますね！,満席の車内で床にまで外輪人間が座っていますね！,満席の車内で床にまでドッグ人間が座っていますね！,満席の車内で床にまでライブラリ人間が座っていますね！,満席の車内で床にまでカウボーイハット人間が座っていますね！,0.9914110692,1.281e-07,0.0085888038,0.3634505391,1.29e-07,0.363450586,0.1268517143,0.1276245862,0.0060558233,0.0103262297,0.1091636196,0.0945940574
998,COCO_train2014_000000105515.jpg,男性,男性がまたの下からフリスビーを投げていますね！,モデム男がまたの下からフリスビーを投げていますね！,食物男がまたの下からフリスビーを投げていますね！,サッカーボール男がまたの下からフリスビーを投げていますね！,野球選手男がまたの下からフリスビーを投げていますね！,0.9961317113,5.24e-08,0.0038682365,0.320119398,2.017e-07,0.3201194626,0.1840441732,0.2083692849,0.1167403905,0.046753001,0.1394017488,0.3353831743
1011,COCO_train2014_000000060035.jpg,女性,女性がドーナツを手で食べていますね！,間欠泉女がドーナツを手で食べていますね！,チンパンジー女がドーナツを手で食べていますね！,プレッツェル女がドーナツを手で食べていますね！,スカート女がドーナツを手で食べていますね！,0.9997025192,2.115e-07,0.0002972694,0.3367532123,2.836e-07,0.3367533078,0.1408497497,0.1531317979,0.0802057337,0.0184106173,0.0558971651,0.3293658499
1016,COCO_train2014_000000086075.jpg,女性,笑顔の二人の女性がWiiのコントローラーを同じ姿勢で握っていますね！,笑顔の二人のゾウ女がWiiのコントローラーを同じ姿勢で握っていますね！,笑顔の二人の犬女がWiiのコントローラーを同じ姿勢で握っていますね！,笑顔の二人のサンドバッグ女がWiiのコントローラーを同じ姿勢で握っていますね！,笑顔の二人のイタチ女がWiiのコントローラーを同じ姿勢で握っていますね！,0.9994777691,3.78e-08,0.0005221931,0.3680149682,2.83e-08,0.3680149786,0.1040239378,0.1177071556,0.1162479689,0.0245388253,0.1266251653,0.1937910624
1019,COCO_train2014_000000036101.jpg,少年,テレビの前でマリオカートをやる4人の少年ですね！,テレビの前でマリオカートをやる4人の長虫ですね！,テレビの前でマリオカートをやる4人の小鳥ですね！,テレビの前でマリオカートをやる4人のラップトップですね！,テレビの前でマリオカートをやる4人のプリンタですね！,0.9990528371,2.18e-08,0.0009471411,0.4215257105,4.8e-09,0.4215257125,0.1481990069,0.1529433131,0.0310200301,0.0190632833,0.1646574736,0.1157753904
1020,COCO_train2014_000000096705.jpg,男性,バナナにむしゃぶりついている男性ですね！,バナナにむしゃぶりついている消防艇男ですね！,バナナにむしゃぶりついている犬男ですね！,バナナにむしゃぶりついているアイスキャンデー男ですね！,バナナにむしゃぶりついているホットドッグ男ですね！,0.9983749533,3.14e-08,0.0016250154,0.3214015297,3.31e-08,0.3214015403,0.3894753197,0.429107815,0.0923602272,0.0676846879,0.3276622593,0.2065684587
1022,COCO_train2014_000000074515.jpg,女性,沢山のトランクに囲まれた女性がカメラに向かってポーズを決めていますね！,沢山のトランクに囲まれた巻貝女がカメラに向かってポーズを決めていますね！,沢山のトランクに囲まれた猫女がカメラに向かってポーズを決めていますね！,沢山のトランクに囲まれたプロジェクタ女がカメラに向かってポーズを決めていますね！,沢山のトランクに囲まれた喪服女がカメラに向かってポーズを決めていますね！,0.9956281432,6.37e-08,0.0043717934,0.3921676454,6.75e-08,0.3921676719,0.1158945754,0.1246116906,0.0699542324,0.0183276689,0.0477822796,0.3835662308
1024,COCO_train2014_000000087522.jpg,人,バナナのふさをかぶった人がいますね！,バナナのふさをかぶった給水塔人間がいますね！,バナナのふさをかぶったヤギ人間がいますね！,バナナのふさをかぶった青リンゴ人間がいますね！,バナナのふさをかぶったバナナ人間がいますね！,0.98456516,3.82e-08,0.0154348024,0.3185605005,9.4e-09,0.3185605035,0.2576085136,0.2668079734,0.0344797033,0.0314394776,0.21948722,0.1432405839
1025,COCO_train2014_000000079367.jpg,女性,机に並んだ料理の前には不機嫌な顔の女性が座っていますね！,机に並んだ料理の前には不機嫌な顔の空母女が座っていますね！,机に並んだ料理の前には不機嫌な顔の犬女が座っていますね！,机に並んだ料理の前には不機嫌な顔のストール女が座っていますね！,机に並んだ料理の前には不機嫌な顔の食べ物女が座っていますね！,0.9964936804,6.41e-07,0.0035056808,0.3680146706,8.368e-07,0.3680149786,0.0447287801,0.0457996167,0.0233809083,0.0176758324,0.048198428,0.3667304751
1035,COCO_train2014_000000118249.jpg,少年,スケートボードの大会でストライプのパーカーを着た少年がジャンプしていますね！,スケートボードの大会でストライプのパーカーを着た大蛇がジャンプしていますね！,スケートボードの大会でストライプのパーカーを着た小鳥がジャンプしていますね！,スケートボードの大会でストライプのパーカーを着たゲートがジャンプしていますね！,スケートボードの大会でストライプのパーカーを着た手すりがジャンプしていますね！,0.9990528483,1.06e-08,0.0009471411,0.4215257118,1.6e-09,0.4215257125,0.4943749379,0.502862215,0.0168779377,0.0099321365,0.3082451224,0.0322215529
1039,COCO_train2014_000000061478.jpg,おばあさん,ケーキを取り分けている女性とおばあさんですね！,ケーキを取り分けている女性と貨物車両ですね！,ケーキを取り分けている女性と鴨ですね！,ケーキを取り分けている女性とパン屋ですね！,ケーキを取り分けている女性と靴屋ですね！,0.9773627406,1.316e-07,0.0226371308,0.5819356379,1.858e-07,0.581935746,0.0675112831,0.0813637003,0.1702530382,0.0218235744,0.045245681,0.4823349752
1044,COCO_train2014_000000005219.jpg,女の子,小さな女の子がベットの上で飛び跳ねていますね！,小さな甲鉄がベットの上で飛び跳ねていますね！,小さなワン公がベットの上で飛び跳ねていますね！,小さなドライバーがベットの上で飛び跳ねていますね！,小さなリモコンがベットの上で飛び跳ねていますね！,0.9841645061,4.52e-08,0.0158354494,0.4834133943,4.73e-08,0.4834134172,0.1465340954,0.1737709343,0.1567399001,0.0277642719,0.1262037456,0.2199956247
1045,COCO_train2014_000000099293.jpg,人,キッチンの側でパンを食べる人と飲み物を飲んでいる人がいますね！,キッチンの側でパンを食べるスノーモービル人間と飲み物を飲んでいる人がいますね！,キッチンの側でパンを食べるワン公人間と飲み物を飲んでいる人がいますね！,キッチンの側でパンを食べるペーパータオル人間と飲み物を飲んでいる人がいますね！,キッチンの側でパンを食べるへら人間と飲み物を飲んでいる人がいますね！,0.9921796858,2.82e-08,0.0078202862,0.3634505569,8.01e-08,0.363450586,0.0584530466,0.0649171695,0.0995749341,0.0110011759,0.0657628104,0.1672856712
1049,COCO_train2014_000000041356.jpg,男性,白いＴシャツを着た男性がスケートボードに乗っていますね！,白いＴシャツを着たボウル男がスケートボードに乗っていますね！,白いＴシャツを着たいぬっころ男がスケートボードに乗っていますね！,白いＴシャツを着たショッピングカート男がスケートボードに乗っていますね！,白いＴシャツを着た一輪車男がスケートボードに乗っていますね！,0.9979466625,1.556e-07,0.0020531822,0.3214014666,2.294e-07,0.3214015403,0.2127332873,0.2249747962,0.0544128013,0.0228643756,0.1036756486,0.22053757
1052,COCO_train2014_000000081704.jpg,青年,青年がはさみを片手にはしゃいでいますね！,キノコがはさみを片手にはしゃいでいますね！,護送車がはさみを片手にはしゃいでいますね！,ラケットがはさみを片手にはしゃいでいますね！,衣類がはさみを片手にはしゃいでいますね！,0.9988821649,5.47e-08,0.0011177805,0.2127895849,1.608e-07,0.2127896191,0.2228714614,0.2265297025,0.0161490571,0.020134363,0.1831299812,0.1099457491
1064,COCO_train2014_000000061139.jpg,男性,メガネをかけた男性がほほ笑んでいますね！,メガネをかけたモデム男がほほ笑んでいますね！,メガネをかけたカエル男がほほ笑んでいますね！,メガネをかけたたる男がほほ笑んでいますね！,メガネをかけた轆轤男がほほ笑んでいますね！,0.9961317595,4e-09,0.0038682365,0.2534474953,1.8e-09,0.2534474958,0.9185291611,0.9207911491,0.0024565701,0.0028252303,0.0278283488,0.1015234622
1079,COCO_train2014_000000037519.jpg,男性,男性がテニスボールを打ち返そうとしていますね！,円蓋男がテニスボールを打ち返そうとしていますね！,衣装男がテニスボールを打ち返そうとしていますね！,テニスボール男がテニスボールを打ち返そうとしていますね！,ラケット男がテニスボールを打ち返そうとしていますね！,0.9946636886,0.0,0.0053363114,0.3303510411,0.0,0.3303510411,0.5812500623,0.6114604473,0.0494069324,0.0672207905,0.3885151744,0.1730197297
1087,COCO_train2014_000000052901.jpg,子供,3人の子供がカメラに向かって微笑んでいますね！,3人の消防艇がカメラに向かって微笑んでいますね！,3人のライオンがカメラに向かって微笑んでいますね！,3人の長虫がカメラに向かって微笑んでいますね！,3人のスカンクがカメラに向かって微笑んでいますね！,0.995419012,3.258e-07,0.0045806637,0.3386143822,1.968e-07,0.3386144488,0.3022044335,0.3146893382,0.0396737456,0.0283288906,0.1303165406,0.2173852258
1099,COCO_train2014_000000006920.jpg,人,雪の中をスノーボードをはいた人が滑り降りていますね！,雪の中をスノーボードをはいたポットパイ人間が滑り降りていますね！,雪の中をスノーボードをはいた食物人間が滑り降りていますね！,雪の中をスノーボードをはいた高山人間が滑り降りていますね！,雪の中をスノーボードをはいたスコップ人間が滑り降りていますね！,0.9964996616,0.0,0.0035003384,0.355570827,0.0,0.355570827,0.5541740474,0.5744082332,0.0352261416,0.0325676002,0.3081301451,0.1056943007
1104,COCO_train2014_000000020421.jpg,人,Wiiのリモコンを持っている二人の男の人がいますね！,Wiiのリモコンを持っている二ベジタブル人間の男の人がいますね！,Wiiのリモコンを持っている二ヤギ人間の男の人がいますね！,Wiiのリモコンを持っている二オーボエ人間の男の人がいますね！,Wiiのリモコンを持っている二スカート人間の男の人がいますね！,0.998594759,7.22e-08,0.0014051689,0.318560486,5.49e-08,0.3185605035,0.1185715944,0.1229731739,0.0357930054,0.0100324762,0.0995561332,0.1007720559
1106,COCO_train2014_000000033764.jpg,男性,試合で白いフリスビーを投げようとしている黒い服の男性ですね！,試合で白いフリスビーを投げようとしている黒い服のスノーモービル男ですね！,試合で白いフリスビーを投げようとしている黒い服のねこ男ですね！,試合で白いフリスビーを投げようとしている黒い服のラグビーボール男ですね！,試合で白いフリスビーを投げようとしている黒い服のサッカーボール男ですね！,0.9955601586,7e-10,0.0044398407,0.3355120652,1.1e-09,0.3355120656,0.5275157323,0.5357384682,0.0153484141,0.0464974531,0.3982979059,0.1167403905
1110,COCO_train2014_000000069498.jpg,男女,砂浜に複数人の男女がおり、1人は寝そべっていますね！,砂浜に複数人のウーパールーパーがおり、1人は寝そべっていますね！,砂浜に複数人のベッドがおり、1人は寝そべっていますね！,砂浜に複数人のバーがおり、1人は寝そべっていますね！,砂浜に複数人の海パンがおり、1人は寝そべっていますね！,0.9980653999,2.35e-08,0.0019345766,0.2429022713,1.725e-07,0.2429023132,0.3018689602,0.3299294114,0.0850498629,0.0313379223,0.1781477928,0.1759096863
1115,COCO_train2014_000000087986.jpg,少年,リモコンを持つブロンドに赤いチェックのシャツと黒いチョッキの少年ですね！,リモコンを持つブロンドに赤いチェックのシャツと黒いチョッキの貨物車両ですね！,リモコンを持つブロンドに赤いチェックのシャツと黒いチョッキの鳥ですね！,リモコンを持つブロンドに赤いチェックのシャツと黒いチョッキのアイロンですね！,リモコンを持つブロンドに赤いチェックのシャツと黒いチョッキの靴屋ですね！,0.9921194887,4.62e-07,0.0078800529,0.421525687,6.06e-08,0.4215257125,0.4059742971,0.4070457816,0.002632344,0.0131855215,0.0316064022,0.4171788181
1126,COCO_train2014_000000068121.jpg,男性,ベンチに座ってこちらを携帯で撮っている男性ですね！,ベンチに座ってこちらを携帯で撮っている消防艇男ですね！,ベンチに座ってこちらを携帯で撮っているワン公男ですね！,ベンチに座ってこちらを携帯で撮っている提琴男ですね！,ベンチに座ってこちらを携帯で撮っているハーモニカ男ですね！,0.9983749735,1.11e-08,0.0016250154,0.3214015307,3e-08,0.3214015403,0.3268109149,0.3451902568,0.0532440924,0.0486481165,0.3044672608,0.1597811088
